gene,DFB_A,DFB_B,Fe_A,Fe_B
Ga0401699_2533901_3_590_peptidase S58 DmpA,2.725680889,2.252495761,0,1.032280115
Ga0401699_0014270_1703_2764_Isochorismate synthase,8.177042668,21.39870973,19.21877022,24.77472277
Ga0401699_0599354_205_1263_TIGRFAM isochorismate synthase,2.725680889,0,2.620741394,0
Ga0401699_1758444_273_719_PFAM chorismate binding enzyme,0,0,1.747160929,0
Ga0401699_2117807_1_537_isochorismate,0,1.12624788,1.747160929,1.032280115
Ga0401699_0500070_115_960_catalyzes a condensation reaction in fatty acid biosynthesis addition of an acyl acceptor of two carbons from malonyl-ACP,2.725680889,1.12624788,0,1.032280115
Ga0401699_0500205_13_252_Carrier of the growing fatty acid chain in fatty acid biosynthesis,8.177042668,10.13623092,8.735804647,8.258240924
Ga0401699_0515824_613_1362_Dehydrogenases with different specificities related to short-chain alcohol dehydrogenases,0,4.504991522,0,2.064560231
Ga0401699_0516768_2_1360_Activates fatty acids by binding to coenzyme A,1.817120593,3.378743641,1.747160929,3.096840346
Ga0401699_0523003_1067_1351_Catalyzes the first of the two reduction steps in the elongation cycle of fatty acid synthesis,0,1.12624788,4.367902324,0
Ga0401699_0014011_2764_3555_Gluconate 5-dehydrogenase,2.725680889,4.504991522,2.620741394,2.064560231
Ga0401699_0533746_1020_1340_dehydrogenases with different specificities related to short-chain alcohol,1.817120593,0,0,2.064560231
Ga0401699_0535007_3_1337_Domain of unknown function DUF1729,0,0,0,0
Ga0401699_0537020_596_1336_COG0318_ Acyl-CoA synthetases AMP-forming AMP-acid ligases II,1.817120593,1.12624788,1.747160929,0
Ga0401699_0014259_5990_6523_3-oxoacyl-Acyl-carrier-protein reductase,10.90272356,12.38872668,6.115063253,12.38736139
Ga0401699_0014291_5702_6517_dehydrogenases with different specificities related to short-chain alcohol dehydrogenases,0.908560296,3.378743641,6.988643718,4.129120462
Ga0401699_0542156_73_846_with different specificities related to short-chain alcohol,3.634241186,7.883735163,2.620741394,4.129120462
Ga0401699_0552602_2_1222_COG0318 Acyl-CoA synthetases AMP-forming AMP-acid ligases,0,1.12624788,0,1.032280115
Ga0401699_0556552_151_1311_Acyl-CoA synthetases AMP-forming AMP-acid ligases II,0.908560296,2.252495761,0,4.129120462
Ga0401699_0557906_481_1206_Acetoacetyl-CoA reductase,7.268482371,12.38872668,3.494321859,7.225960808
Ga0401699_0562278_1_564_Short-chain dehydrogenase reductase Sdr,0.908560296,2.252495761,8.735804647,5.161400577
Ga0401699_0567474_8_1300_amp-dependent synthetase and ligase,4.542801482,0,1.747160929,3.096840346
Ga0401699_0568561_3_404_O-succinylbenzoic acid--CoA ligase,1.817120593,0,4.367902324,2.064560231
Ga0401699_0015129_5126_5857_COGs COG1028 Dehydrogenase with different specificities related to short-chain alcohol dehydrogenase,0,0,1.747160929,0
Ga0401699_0577755_2_595_Involved in the nonphosphorylative_ ketogenic oxidation of glucose and oxidizes gluconate to 5-ketogluconate,0.908560296,0,2.620741394,1.032280115
Ga0401699_0583169_2_1261_nonribosomal peptide,2.725680889,3.378743641,2.620741394,6.193680693
Ga0401699_0583948_1099_1281_3-oxoacyl-ACP reductase,0,0,0,0
Ga0401699_0584277_1_1065_Protein synonym acyl-CoA synthetase,3.634241186,2.252495761,1.747160929,5.161400577
Ga0401699_0590048_272_1087_PRINTS Short-chain dehydrogenase reductase SDR superfamily signature,1.817120593,2.252495761,0,0
Ga0401699_0600207_782_1264_Dehydrogenases with different specificities related to short-chain alcohol dehydrogenases,1.817120593,0,0,1.032280115
Ga0401699_0608148_59_931_Short-chain dehydrogenase reductase sDR,1.817120593,0,2.620741394,5.161400577
Ga0401699_0614472_702_1247_Oxidoreductase_ short chain dehydrogenase reductase family protein,0.908560296,0,1.747160929,0
Ga0401699_0016959_3871_4923_COGs COG0318 Acyl-CoA synthetase AMP-forming AMP-acid ligase II,3.634241186,6.757487283,6.115063253,7.225960808
Ga0401699_0017345_3651_5483_Peptide synthase,3.634241186,11.2624788,8.735804647,5.161400577
Ga0401699_0662835_3_1202_AMP-binding protein,0.908560296,4.504991522,0,3.096840346
Ga0401699_0670147_655_1194_Secondary metabolites biosynthesis_ transport_ and catabolism General function prediction only,0,0,1.747160929,2.064560231
Ga0401699_0675806_730_990_Acyl carrier protein,0,2.252495761,2.620741394,0
Ga0401699_0676880_219_1187_Belongs to the ATP-dependent AMP-binding enzyme family. MenE subfamily,0,2.252495761,2.620741394,2.064560231
Ga0401699_0701300_709_1119_Acyl-CoA synthetase AMP-forming AMP-acid ligase II,0,2.252495761,0,2.064560231
Ga0401699_0722684_618_887_COG0236 Acyl carrier protein,6.359922075,4.504991522,3.494321859,2.064560231
Ga0401699_0729702_12_818_Short chain dehydrogenase,0.908560296,1.12624788,1.747160929,6.193680693
Ga0401699_0730846_57_809_TIGRFAM 3-oxoacyl-acyl-carrier-protein reductase,4.542801482,11.2624788,8.735804647,18.58104208
Ga0401699_0744732_1_1089_Thioester reductase domain,2.725680889,0,0,4.129120462
Ga0401699_0750469_970_1128_Dehydrogenase reductase,0,0,0,0
Ga0401699_0757995_804_995_involved in the beta-oxidation of n-alkanoic and n-phenylalkanoic acids,0,0,1.747160929,1.032280115
Ga0401699_0021021_2_4639_fatty acid synthase,2.725680889,12.38872668,23.58667255,15.48420173
Ga0401699_0778681_389_625_acyl carrier protein,2.725680889,2.252495761,0,0
Ga0401699_0023553_3312_4085_3-ketoacyl-ACP reductase,0.908560296,0,1.747160929,6.193680693
Ga0401699_0862870_2_646_related to short-chain alcohol dehydrogenases,0,2.252495761,3.494321859,1.032280115
Ga0401699_0886549_102_1004_related to short-chain alcohol,2.725680889,0,0,3.096840346
Ga0401699_0887660_31_456_Catalyzes the formation of malonyl-CoA from malonate and CoA,0.908560296,2.252495761,0,2.064560231
Ga0401699_0901240_82_687_PFAM Class II aldolase,0,0,0,2.064560231
Ga0401699_0923986_3_818_AMP-forming AMP-acid,6.359922075,3.378743641,1.747160929,1.032280115
Ga0401699_0946412_32_1000_hmm pf00501,0.908560296,1.12624788,3.494321859,3.096840346
Ga0401699_0001198_9471_10229_Catalyzes the formation of acetoacetate from 3-hydroxybutyrate,0.908560296,9.009983044,6.988643718,6.193680693
Ga0401699_1078839_28_795_related to short-chain alcohol dehydrogenase,1.817120593,2.252495761,0,3.096840346
Ga0401699_0001397_14512_15624_TIGRFAM rhamnulose-1-phosphate aldolase alcohol dehydrogenase,2.725680889,0,8.735804647,6.193680693
Ga0401699_0041053_1239_2003_Short-chain dehydrogenase reductase_ SDR,0.908560296,5.631239402,3.494321859,3.096840346
Ga0401699_1409769_73_810_Rhamnulose-1-phosphate aldolase alcohol dehydrogenase,0,0,2.620741394,3.096840346
Ga0401699_1457241_3_794_PFAM Beta-ketoacyl synthase,0,0,0,0
Ga0401699_1489840_3_776_Dehydrogenase reductase sdr,0.908560296,1.12624788,6.988643718,7.225960808
Ga0401699_0051608_2841_3620_dehydrogenase reductase,6.359922075,4.504991522,0,2.064560231
Ga0401699_0058741_3368_3541_Tropinone reductase,0,0,0,0
Ga0401699_1922115_18_686_amp-binding,0.908560296,0,0,1.032280115
Ga0401699_0068798_2_1780_acyl-CoA synthetases AMP-forming AMP-acid ligases II,7.268482371,16.89371821,5.241482788,16.51648185
Ga0401699_2452943_2_601_TIGRFAM Polyketide-type polyunsaturated fatty acid synthase_ PfaA,1.817120593,0,0,0
Ga0401699_0091228_238_984_3-oxoacyl- acyl-carrier-protein reductase,1.817120593,5.631239402,9.609385112,7.225960808
Ga0401699_2885526_294_539_Acyl-carrier,0,0,3.494321859,3.096840346
Ga0401699_3475554_2_493_acyl-CoA synthetase AMP-forming AMP-acid ligase II,2.725680889,1.12624788,1.747160929,0
Ga0401699_0175642_1783_2223_MaoC domain protein dehydratase,0,1.12624788,0.873580465,0
Ga0401699_0175958_19_444_C factor cell-cell signaling protein,0,1.12624788,0.873580465,1.032280115
Ga0401699_0298732_2_370_acyl protein synthase acyl-CoA reductase-like protein,0.908560296,2.252495761,3.494321859,1.032280115
Ga0401699_0320923_600_1478_short-chain,2.725680889,3.378743641,0,1.032280115
Ga0401699_0011829_6842_7060_Oxidoreductase_ short chain dehydrogenase reductase family,0,0,0,0
Ga0401699_0475174_2_367_O-succinylbenzoate--CoA ligase,0,0,2.620741394,0
Ga0401699_0540158_1_1332_GAF modulated sigma54 specific transcriptional regulator_ Fis family,0.908560296,2.252495761,9.609385112,2.064560231
Ga0401699_0755263_29_1012_Transcriptional activator of acetoin glycerol metabolism,0.908560296,7.883735163,2.620741394,2.064560231
Ga0401699_0526903_3_1346_Dystroglycan-type cadherin domain protein,29.07392949,66.44862495,75.12791997,68.13048762
Ga0401699_1417580_1_807_COG4242 Cyanophycinase and related exopeptidases,0,0,0,0
Ga0401699_0154624_2141_2344_COG4615 ABC-type siderophore export system_ fused ATPase and permease components,0,0,0,0
Ga0401699_1050570_125_946_GTPase activator activity,1.817120593,1.12624788,0.873580465,0
Ga0401699_1662679_3_665_Leucine-rich repeats_ outliers,0,0,1.747160929,1.032280115
Ga0401699_1681489_2_736_PBS lyase HEAT domain protein repeat-containing protein,0.908560296,0,0,0
Ga0401699_0533785_649_1176_Ca2 -binding protein EF-Hand superfamily,5.451361778,4.504991522,2.620741394,8.258240924
Ga0401699_0545960_74_1252_EF-hand_ calcium binding motif,86.31322816,46.1761631,42.80544277,102.1957314
Ga0401699_0565413_354_1211_COG1718 Serine threonine protein kinase involved in cell cycle control,4.542801482,0,2.620741394,3.096840346
Ga0401699_0743569_103_1134_Serine threonine protein kinase involved in cell cycle control,9.085602964,6.757487283,0,4.129120462
Ga0401699_0502379_558_1367_belongs to the bacterial solute-binding protein 3 family,55.42217808,48.42865886,26.20741394,51.61400577
Ga0401699_0502915_715_1197_Ligated ion channel L-glutamate- and glycine-binding site,33.61673097,39.41867582,32.3224772,44.38804496
Ga0401699_0511709_415_1230_COG0834 ABC-type amino acid transport signal transduction systems periplasmic component domain,39.97665304,42.79741946,17.47160929,24.77472277
Ga0401699_0513188_136_912_COG0834 ABC-type amino acid transport signal transduction systems_ periplasmic component domain,8.177042668,3.378743641,0.873580465,8.258240924
Ga0401699_0515463_3_1334_PFAM extracellular solute-binding protein family 3,79.04474579,211.7346015,443.7788761,264.2637096
Ga0401699_0519023_301_1332_PFAM Bacterial extracellular solute-binding proteins_ family 3,5.451361778,5.631239402,12.23012651,12.38736139
Ga0401699_0520706_391_1197_Belongs to the bacterial solute-binding protein 3 family,61.78210016,84.46859103,82.99014415,99.09889108
Ga0401699_0565942_25_831_Part of the ABC transporter complex FliY-YecC-YecS involved in L-cystine transport. The system can probably also transport L-cysteine_ and it mediates accumulation of the toxic compounds L-selenaproline SCA and L-selenocystine SeCys. Binds cystine,56.33073838,69.82736859,55.03556928,59.8722467
Ga0401699_0015885_2350_3261_ABC-type amino acid transport signal transduction systems periplasmic component domain,0,1.12624788,0,0
Ga0401699_0606075_1_519_general L-amino acid-binding periplasmic protein AapJ,6.359922075,19.14621397,24.46025301,17.54876196
Ga0401699_0623267_3_599_SMART extracellular solute-binding protein_ family 3,0.908560296,0,0.873580465,1.032280115
Ga0401699_0647854_3_1193_Ligand-gated ion channel,0,1.12624788,0,2.064560231
Ga0401699_0731815_399_1142_SMART Extracellular solute-binding protein_ family 3,8.177042668,5.631239402,3.494321859,2.064560231
Ga0401699_1037128_1_873_periplasmic sensor histidine kinase,1.817120593,0,4.367902324,1.032280115
Ga0401699_1256984_36_842_SMART ABC-type transporter_ periplasmic subunit family 3_ ionotropic glutamate receptor,0,7.883735163,2.620741394,0
Ga0401699_1309141_2_841_ABC-type amino acid transport signal transduction systems_ periplasmic component domain,1.817120593,1.12624788,0,0
Ga0401699_1521233_3_773_Amino acid ABC transporter,2.725680889,4.504991522,0.873580465,2.064560231
Ga0401699_1606658_4_513_PFAM Extracellular solute-binding protein_ family 3,0,0,1.747160929,2.064560231
Ga0401699_2385440_3_608_extracellular solute-binding protein_ family 3,2.725680889,3.378743641,11.35654604,5.161400577
Ga0401699_3038034_3_536_ABC transporter_ substrate-binding protein_ family 3,0,1.12624788,0.873580465,1.032280115
Ga0401699_0201420_80_1312_Haloacid dehalogenase domain protein hydrolase_ type 3,10.90272356,18.01996609,22.71309208,45.42032508
Ga0401699_0514344_291_1364_Phosphoenolpyruvate synthase,8.177042668,3.378743641,5.241482788,5.161400577
Ga0401699_2497804_3_596_Phosphomannomutase,1.817120593,0,0.873580465,0
Ga0401699_0086060_3_275_Pyruvate phosphate dikinase_ PEP pyruvate binding,0,0,0,0
Ga0401699_0440010_235_699_transporter subunit,5.451361778,7.883735163,5.241482788,4.129120462
Ga0401699_0507339_584_1276_Phage shock protein A,0,0,0,0
Ga0401699_0013421_3216_5420_In eubacteria ppGpp guanosine 3-diphosphate 5- diphosphate is a mediator of the stringent response that coordinates a variety of cellular activities in response to changes in nutritional abundance,30.89105008,28.15619701,22.71309208,34.06524381
Ga0401699_0519769_561_1274_Phage shock protein A_ PspA,0,2.252495761,0,2.064560231
Ga0401699_0013757_141_1088_Protein of unknown function DUF3685,1.817120593,2.252495761,3.494321859,1.032280115
Ga0401699_0520558_565_1356_PspA/IM30 family,9.085602964,13.51497457,11.35654604,3.096840346
Ga0401699_0014288_5976_6203_PspC family transcriptional regulator,2.725680889,4.504991522,3.494321859,4.129120462
Ga0401699_0539565_559_1272_Phage shock protein A IM30_ suppresses sigma54-dependent transcription,6.359922075,2.252495761,6.115063253,5.161400577
Ga0401699_0540625_385_951_SMART metal-dependent phosphohydrolase_ HD region,0,2.252495761,0,3.096840346
Ga0401699_0546231_530_1312_Phage shock protein A IM30 suppresses sigma54-dependent transcription,3.634241186,0,4.367902324,8.258240924
Ga0401699_0597013_3_251_PspC domain,0,0,0,1.032280115
Ga0401699_0612108_1022_1246_PFAM PspC domain,0,0,0.873580465,0
Ga0401699_0632325_3_434_PFAM Stage II sporulation E family protein,6.359922075,1.12624788,0,3.096840346
Ga0401699_0658639_2_1204_PFAM Two component regulator three Y,2.725680889,3.378743641,3.494321859,4.129120462
Ga0401699_0688251_366_1178_Antirepressor regulating drug resistance,13.62840445,4.504991522,6.115063253,7.225960808
Ga0401699_0707491_136_309_positive regulation of macromolecule biosynthetic process,0,0,0.873580465,0
Ga0401699_0720317_1_519_Flp pilus assembly protein_ ATPase CpaE,2.725680889,0,0.873580465,0
Ga0401699_0726685_9_1127_integral membrane sensor domain,7.268482371,10.13623092,0,3.096840346
Ga0401699_0019671_4635_5681_COG NOG11230 non supervised orthologous group,0.908560296,2.252495761,2.620741394,5.161400577
Ga0401699_0735843_20_709_COG1842 Phage shock protein A IM30_ suppresses sigma54-dependent transcription,0,0,0,1.032280115
Ga0401699_0787614_176_1099_Lecithin retinol acyltransferase,0,2.252495761,0.873580465,1.032280115
Ga0401699_0021793_948_1388_Transcriptional activator of the psp operon with PspB_ phage shock protein,0,21.39870973,0,0
Ga0401699_0814734_3_926_Serine phosphatase RsbU regulator of sigma subunit,0.908560296,2.252495761,0,5.161400577
Ga0401699_0826053_3_494_PspC domain protein,7.268482371,4.504991522,1.747160929,11.35508127
Ga0401699_0836876_3_1061_stage ii sporulation protein e,1.817120593,0,0.873580465,0
Ga0401699_0876520_2_301_PFAM Stage II sporulation protein E SpoIIE,0,0,0,0
Ga0401699_0898559_140_1027_transcriptional regulator PpsR,20.89688682,25.90370125,8.735804647,13.4196415
Ga0401699_0920128_616_1014_MT-A70,0,0,0,0
Ga0401699_0972099_466_987_Peptidase M56_ BlaR1,0,0,0,1.032280115
Ga0401699_0027166_3199_4566_COGs COG2208 Serine phosphatase RsbU regulator of sigma subunit,0,14.64122245,10.48296558,12.38736139
Ga0401699_1015587_21_965_CRISPR-associated protein NE0113 Cas_NE0113,0,0,0,4.129120462
Ga0401699_1039766_2_493_Phage shock protein,0,0,0,0
Ga0401699_0030300_393_2258_PFAM Y_Y_Y domain,3.634241186,3.378743641,0.873580465,2.064560231
Ga0401699_0030366_506_1915_stage II sporulation protein E,0,3.378743641,4.367902324,0
Ga0401699_0031161_3950_4348_Transmits chemoreceptor signals to flagelllar motor components,0,0,0,16.51648185
Ga0401699_0031913_4251_4610_Single cache domain 3,0.908560296,0,0,0
Ga0401699_1260015_43_468_COG3829 Transcriptional regulator containing PAS_ AAA-type ATPase_ and DNA-binding domains,0.908560296,3.378743641,1.747160929,1.032280115
Ga0401699_1295658_589_846_PspA IM30 family,0,0,0,0
Ga0401699_1301979_205_420_Belongs to the MT-A70-like family,0,0,2.620741394,0
Ga0401699_1349900_36_650_LexA DNA binding domain,4.542801482,4.504991522,1.747160929,4.129120462
Ga0401699_1418916_115_807_two-component system,0,0,0,0
Ga0401699_0044004_1844_2971_Carbon monoxide dehydrogenase operon C protein,11.81128385,19.14621397,37.56395998,39.22664439
Ga0401699_0046365_64_645_Stage II sporulation protein E,0,1.12624788,0,0
Ga0401699_1577758_3_734_sensory box protein response regulator,0,0,2.620741394,0
Ga0401699_1615736_303_704_COG1974 SOS-response transcriptional repressors RecA-mediated autopeptidases,0,0,0,0
Ga0401699_1734597_36_467_phage shock protein A_ PspA,0,0,2.620741394,0
Ga0401699_2060044_47_328_tigrfam pas,0,0,0,0
Ga0401699_2228161_82_276_stress-responsive transcriptional regulator,0,0,0,1.032280115
Ga0401699_2388100_9_608_SMART Protein phosphatase,0,6.757487283,0,0
Ga0401699_0081430_1993_3087_signal transduction N-terminal membrane component,21.80544711,30.40869277,13.10370697,19.61332219
Ga0401699_2702472_92_571_4-vinyl reductase_ 4VR,0,0,2.620741394,2.064560231
Ga0401699_2901424_59_550_Transcriptional regulator containing PAS_ AAA-type ATPase_ and DNA-binding,4.542801482,7.883735163,6.115063253,6.193680693
Ga0401699_3041187_144_395_Involved in UV protection and mutation. Poorly processive_ error-prone DNA polymerase involved in translesion repair. Essential for induced or SOS mutagenesis. Able to replicate DNA across DNA lesions thymine photodimers and abasic sites_ called translesion synthesis in the presence of activated RecA,1.817120593,0,0,1.032280115
