query_name	Preferred_name	KEGG_ko	eggNOG.free.text.desc.	2.5nM_DFB_A	2.5nM_DFB_B	2.5nM_Fe_A	2.5nM_Fe_B
Ga0401699_0999346_3_971		"ko:K03086,ko:K03087"	Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released	205.4375371	148.8459473	48.64060243	50.73516068
Ga0401699_1009629_660_860				76.40238984	100.3092254	15.73666549	20.63803146
Ga0401699_1010911_57_866			Chlorophyll A-B binding protein	22.92071695	28.04343935	0	0
Ga0401699_1014451_3_440	MRPL6	"ko:K02933,ko:K21850"	rRNA binding	5.942408098	14.02171968	77.96802448	87.71163371
Ga0401699_1017859_2_961	ACT1	"ko:K02977,ko:K05692,ko:K06927,ko:K08738,ko:K08770"	cytoskeleton organization	3.39566177	12.94312585	0	0
Ga0401699_1019640_97_816			"EF-hand, calcium binding motif"	31.40987138	18.33609496	5.722423815	3.43967191
Ga0401699_1020942_214_912			Bacterial transferase hexapeptide (six repeats)	0	0	0	0
Ga0401699_1023119_3_941			Belongs to the OprB family	65.36648908	92.75906863	0	1.719835955
Ga0401699_1034559_346_789	RPS24	"ko:K01008,ko:K02974,ko:K17338"	Ribosomal protein S24e	10.18698531	6.471562927	1.430605954	0.859917978
Ga0401699_1038848_109_801	ATP5	"ko:K02113,ko:K02137"	ATP synthase delta (OSCP) subunit	5.093492656	7.550156749	0	0
Ga0401699_1040506_3_950				302.2138976	291.2203317	22.88969526	12.89876966
Ga0401699_1058843_1_942				130.7329782	83.05172424	0	0
Ga0401699_1061009_496_939			Belongs to the OprB family	46.69034934	60.40125399	4.291817861	2.579753933
Ga0401699_1064322_1_939			Thrombospondin type 1 repeats	16.12939341	11.86453203	0	0
Ga0401699_1064615_237_941	dapE_1	ko:K01436	COG0624 Acetylornithine deacetylase Succinyl-diaminopimelate desuccinylase and related deacylases	4.244577213	23.72906407	0	1.719835955
Ga0401699_1066642_92_940		ko:K06569	Transferrin	1246.20787	1200.474923	25.75090717	12.89876966
Ga0401699_1077570_105_887			Chlorophyll A-B binding protein	27.16529416	48.53672196	0	0
Ga0401699_1079767_289_576	psbE	"ko:K02707,ko:K02713"	"This b-type cytochrome is tightly associated with the reaction center of photosystem II (PSII). PSII is a light-driven water plastoquinone oxidoreductase that uses light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons, and an electron transfer chain that converts photonic excitation into a charge separation"	28.01420961	71.1871922	135.1922626	133.2872865
Ga0401699_1081227_17_418			Belongs to the OprB family	264.0127027	364.5647116	12.87545358	16.33844157
Ga0401699_1081227_602_910				40.74794125	46.37953431	2.145908931	2.579753933
Ga0401699_1082200_21_863				96.77636046	90.60188098	12.16015061	8.599179776
Ga0401699_1083820_243_932		ko:K06238	collagen	71.30889718	33.43640846	0	0
Ga0401699_1094399_30_830	RPS4X	"ko:K02987,ko:K22377"	rRNA binding	13.58264708	18.33609496	0.715302977	1.719835955
Ga0401699_1103807_170_862	rpl1	"ko:K00465,ko:K02863"	Binds directly to 23S rRNA. Might be involved in E site tRNA release	11.03590075	5.392969106	62.23135899	85.13187978
Ga0401699_1107570_86_838	RPS4X	ko:K02987	rRNA binding	11.03590075	12.94312585	2.861211908	0
Ga0401699_1123634_8_766		ko:K13249	"Translocon-associated protein (TRAP), alpha subunit"	13.58264708	15.1003135	0.715302977	0.859917978
Ga0401699_1124754_49_825	CARS	"ko:K01866,ko:K01868,ko:K01873,ko:K01875,ko:K01883,ko:K03232,ko:K15410"	translation elongation factor activity	9.338069869	10.78593821	2.145908931	3.43967191
Ga0401699_1125595_3_899				18.67613974	12.94312585	0.715302977	1.719835955
Ga0401699_1128556_10_675		ko:K09577	peptidyl-prolyl cis-trans isomerase activity	6.791323541	4.314375285	0	0
Ga0401699_1129240_6_866	feoB	ko:K04759	transporter of a GTP-driven Fe(2 ) uptake system	70.45998174	111.0951636	5.722423815	0
Ga0401699_1135930_1_891	pcbA	"ko:K08918,ko:K08920,ko:K08921"	Photosystem II protein	418.5153132	1110.951636	7.868332746	4.299589888
Ga0401699_1142394_237_677			protein transport	16.12939341	7.550156749	0	0
Ga0401699_1150675_2_901			Belongs to the OprB family	112.9057539	49.61531578	2.145908931	3.43967191
Ga0401699_1151955_1_900		ko:K07243		352.2999087	72.26578602	8.583635723	6.019425843
Ga0401699_1157609_43_900			Belongs to the OprB family	76.40238984	92.75906863	1.430605954	3.43967191
Ga0401699_1161161_8_898			Belongs to the OprB family	458.414339	336.5212722	65.0925709	82.55212585
Ga0401699_1161379_149_532				14.43156252	6.471562927	37.91105778	60.19425843
Ga0401699_1168173_229_867	RPL13A	"ko:K02872,ko:K03644"	Belongs to the universal ribosomal protein uL13 family	9.338069869	15.1003135	2.861211908	0.859917978
Ga0401699_1168694_356_841			Belongs to the OprB family	1151.12934	743.1511428	46.4946935	77.39261798
Ga0401699_1173488_10_891			Belongs to the OprB family	230.9050004	217.8759519	15.02136251	16.33844157
Ga0401699_1174526_7_891				151.1069488	39.90797139	0	0
Ga0401699_1174708_3_893				96.77636046	114.3309451	15.73666549	22.35786742
Ga0401699_1179201_46_885			Belongs to the OprB family	0.848915443	0	31.47333098	45.57565281
Ga0401699_1181568_36_857			"Putative beta-barrel porin-2, OmpL-like. bbp2"	72.15781262	97.07344391	2.861211908	3.43967191
Ga0401699_1181626_3_890			Belongs to the OprB family	11.8848162	14.02171968	0	0
Ga0401699_1183583_300_842	rbcS	ko:K01602	ribulose-bisphosphate carboxylase activity	36.50336403	102.466413	153.0748371	208.1001506
Ga0401699_1187096_561_887	psaB	ko:K02690	"PsaA and PsaB bind P700, the primary electron donor of photosystem I (PSI), as well as the electron acceptors A0, A1 and FX. PSI is a plastocyanin cytochrome c6-ferredoxin oxidoreductase, converting photonic excitation into a charge separation, which transfers an electron from the donor P700 chlorophyll pair to the spectroscopically characterized acceptors A0, A1, FX, FA and FB in turn. Oxidized P700 is reduced on the lumenal side of the thylakoid membrane by plastocyanin or cytochrome c6"	40.74794125	71.1871922	149.4983222	208.9600686
Ga0401699_1191412_109_849	rbr		Rubrerythrin	1.697830885	8.62875057	40.05696671	171.9835955
Ga0401699_1192954_26_814			Belongs to the OprB family	151.1069488	191.9897002	0.715302977	2.579753933
Ga0401699_1196213_235_882			Chlorophyll A-B binding protein	12.73373164	6.471562927	0	0
Ga0401699_1202811_34_882			Belongs to the OprB family	39.8990258	25.88625171	0	0
Ga0401699_1206233_366_815		ko:K02183	Ca2 -binding protein (EF-Hand superfamily	33.10770226	19.41468878	5.722423815	6.879343821
Ga0401699_1209637_1_765			Chlorophyll A-B binding protein	77.25130528	65.7942231	19.31318038	12.03885169
Ga0401699_1211732_3_878				22.07180151	15.1003135	1.430605954	2.579753933
Ga0401699_1216675_1_876				382.0119492	445.4592482	28.61211908	15.4785236
Ga0401699_1221296_1_873	psbA	ko:K02703	Photosynthetic reaction centre protein	1675.759084	2165.816393	2561.49996	2492.042299
Ga0401699_1227096_1_870	pcbA	"ko:K08918,ko:K08920,ko:K08921"	Photosystem II protein	78.94913616	168.2606361	3.576514884	0
Ga0401699_1231521_83_775	RPL10A	"ko:K02865,ko:K04532"	Ribosomal protein L1p/L10e family	17.8272243	19.41468878	2.145908931	2.579753933
Ga0401699_1233326_220_672		"ko:K09584,ko:K13984"	cell redox homeostasis	25.46746328	44.22234667	3.576514884	4.299589888
Ga0401699_1235187_44_868			Belongs to the OprB family	30.56095593	29.12203317	0.715302977	0.859917978
Ga0401699_1238881_223_867				67.06431997	63.63703545	2.145908931	5.159507865
Ga0401699_1244438_3_137			"Carbohydrate-selective porin, OprB family"	330.2281072	317.1065834	30.04272503	55.03475057
Ga0401699_1245926_290_865		ko:K02040	domain protein	19.52505518	16.17890732	0.715302977	0.859917978
Ga0401699_1266091_87_629	HMGB1	"ko:K10802,ko:K11295"	High mobility group protein	18.67613974	18.33609496	2.145908931	2.579753933
Ga0401699_1274950_52_507	RPS13	ko:K02953	Ribosomal S13/S15 N-terminal domain	11.03590075	15.1003135	1.430605954	1.719835955
Ga0401699_1277613_1_807			Domain of unknown function (DUF305)	17.8272243	15.1003135	0	0
Ga0401699_1281815_2_850		ko:K07374	structural constituent of cytoskeleton	0	0	0	0
Ga0401699_1298330_2_337	pcbA	"ko:K08918,ko:K08920,ko:K08921"	Photosystem II protein	23.76963239	32.35781464	0	0
Ga0401699_1298677_1_684			calcium ion transport	90.83395236	56.0868787	5.722423815	0.859917978
Ga0401699_1299057_118_672	ARL3	"ko:K07944,ko:K07977,ko:K11278"	ADP-ribosylation factor family. Source PGD	9.338069869	6.471562927	1.430605954	0
Ga0401699_1302305_182_844		"ko:K04551,ko:K08770"	Ubiquitin homologues	55.17950377	44.22234667	8.583635723	4.299589888
Ga0401699_1308086_22_618	cox1	ko:K02256	Cytochrome C and Quinol oxidase polypeptide I	153.6536951	223.268921	2.145908931	12.89876966
Ga0401699_1313099_256_792	RPS11	ko:K02949	Ribosomal_S17 N-terminal	11.03590075	11.86453203	6.437726792	0.859917978
Ga0401699_1321282_217_807		ko:K01802	peptidyl-prolyl cis-trans isomerase activity	29.71204049	16.17890732	4.291817861	0.859917978
Ga0401699_1327097_1_696	HSPA5	"ko:K03283,ko:K09490"	Glucose regulated protein BiP. Source PGD	39.8990258	20.4932826	2.145908931	1.719835955
Ga0401699_1331879_159_752	RPL6	ko:K02934	Belongs to the eukaryotic ribosomal protein eL6 family	13.58264708	16.17890732	2.861211908	0.859917978
Ga0401699_1335131_3_833				28.01420961	20.4932826	3.576514884	0.859917978
Ga0401699_1344285_52_831		ko:K02136	ATP synthase	8.489154426	7.550156749	0	0
Ga0401699_1351152_48_827			Chlorophyll A-B binding protein	40.74794125	37.75078374	0.715302977	2.579753933
Ga0401699_1356877_2_790		"ko:K03932,ko:K13277"	Integrin alpha (beta-propellor repeats).	20.37397062	10.78593821	0	0
Ga0401699_1358480_2_826		ko:K02183	Ca2 -binding protein (EF-Hand superfamily	0	0	0	0
Ga0401699_1361865_1_795				48.38818023	84.13031806	7.868332746	12.89876966
Ga0401699_1367548_2_823			Belongs to the OprB family	103.567684	42.06515903	0.715302977	0.859917978
Ga0401699_1369815_1_822	psaB	ko:K02690	"PsaA and PsaB bind P700, the primary electron donor of photosystem I (PSI), as well as the electron acceptors A0, A1 and FX. PSI is a plastocyanin cytochrome c6-ferredoxin oxidoreductase, converting photonic excitation into a charge separation, which transfers an electron from the donor P700 chlorophyll pair to the spectroscopically characterized acceptors A0, A1, FX, FA and FB in turn. Oxidized P700 is reduced on the lumenal side of the thylakoid membrane by plastocyanin or cytochrome c6"	14.43156252	16.17890732	36.48045182	65.3537663
Ga0401699_1369948_219_821	psaB	ko:K02690	"PsaA and PsaB bind P700, the primary electron donor of photosystem I (PSI), as well as the electron acceptors A0, A1 and FX. PSI is a plastocyanin cytochrome c6-ferredoxin oxidoreductase, converting photonic excitation into a charge separation, which transfers an electron from the donor P700 chlorophyll pair to the spectroscopically characterized acceptors A0, A1, FX, FA and FB in turn. Oxidized P700 is reduced on the lumenal side of the thylakoid membrane by plastocyanin or cytochrome c6"	464.3567471	537.139723	1293.983085	1635.563993
Ga0401699_1371974_181_822	PR4	ko:K20547	Chitinase class I	17.8272243	23.72906407	5.722423815	1.719835955
Ga0401699_1380113_1_624				89.13612148	86.2875057	0.715302977	1.719835955
Ga0401699_1382888_3_581			Belongs to the OprB family	20.37397062	23.72906407	1.430605954	0.859917978
Ga0401699_1383856_225_524	rbcL	"ko:K01601,ko:K01963"	ribulose-bisphosphate carboxylase activity	258.91921	352.7001795	451.3561784	401.5816955
Ga0401699_1390293_1_789			calcium ion transport	26.31637872	18.33609496	0	0
Ga0401699_1396685_348_812		ko:K11253	protein heterodimerization activity	9.338069869	17.25750114	0	1.719835955
Ga0401699_1397289_148_576	rbcS	ko:K01602	ribulose-bisphosphate carboxylase activity	691.8660857	1096.929916	2030.745151	2262.444199
Ga0401699_1399429_6_812				30.56095593	16.17890732	0.715302977	0
Ga0401699_1400210_589_813	rbcL	"ko:K01601,ko:K01963"	"RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1,5-bisphosphate, the primary event in carbon dioxide fixation, as well as the oxidative fragmentation of the pentose substrate in the photorespiration process. Both reactions occur simultaneously and in competition at the same active site"	949.9363803	1696.628081	2803.272366	3124.941931
Ga0401699_1407895_33_809			"coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway"	45.8414339	19.41468878	0	0.859917978
Ga0401699_1408808_3_653			Chlorophyll A-B binding protein	126.488401	89.52328716	0	0
Ga0401699_1410422_1_810	SVEP1	ko:K17495	calcium ion binding	26.31637872	32.35781464	0	0
Ga0401699_1414067_309_809	isiB	ko:K03839	Low-potential electron donor to a number of redox enzymes	2590.889931	3423.456789	7.153029769	6.019425843
Ga0401699_1417201_2_220			Belongs to the OprB family	63.6686582	35.5935961	0.715302977	2.579753933
Ga0401699_1421538_1_804			Belongs to the OprB family	444.8316919	334.3640846	96.56590188	87.71163371
Ga0401699_1422703_1_711			Domain of unknown function (DUF305)	73.85564351	23.72906407	0	0.859917978
Ga0401699_1431303_1_801			Belongs to the OprB family	40.74794125	40.98656521	0	0
Ga0401699_1439782_1_795			Belongs to the OprB family	28.01420961	32.35781464	6.437726792	2.579753933
Ga0401699_1441777_3_800			Belongs to the OprB family	23.76963239	15.1003135	0	0
Ga0401699_1442963_3_662			Domain of unknown function (DUF305)	67.91323541	29.12203317	0	1.719835955
Ga0401699_1452022_287_691		ko:K07374	structural constituent of cytoskeleton	22.07180151	23.72906407	0.715302977	0.859917978
Ga0401699_1456288_2_760	psaA	"ko:K02689,ko:K02690"	chlorophyll binding	31.40987138	17.25750114	3.576514884	3.43967191
Ga0401699_1457842_106_795	rbcL	"ko:K01601,ko:K01963"	"RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1,5-bisphosphate, the primary event in carbon dioxide fixation, as well as the oxidative fragmentation of the pentose substrate in the photorespiration process. Both reactions occur simultaneously and in competition at the same active site"	148.5602025	170.4178238	350.4984587	527.1297203
Ga0401699_1462863_361_681	HIST1H3B	"ko:K11251,ko:K11253,ko:K11254"	protein heterodimerization activity	178.272243	168.2606361	135.9075656	152.205482
Ga0401699_1463410_3_794			Thrombospondin type 1 repeats	67.06431997	36.67218992	0	0
Ga0401699_1464866_295_792				76.40238984	76.58016131	9.2989387	8.599179776
Ga0401699_1467316_3_785			Belongs to the OprB family	375.2206256	362.4075239	20.02848335	27.51737528
Ga0401699_1472225_178_789	LHCB4	ko:K08915	"The light-harvesting complex (LHC) functions as a light receptor, it captures and delivers excitation energy to photosystems with which it is closely associated"	61.97082731	36.67218992	230.3275586	233.0377719
Ga0401699_1473694_492_791	tufA	ko:K02358	Elongation factor Tu	11.8848162	16.17890732	61.51605601	103.1901573
Ga0401699_1495087_2_751			Belongs to the OprB family	95.92744502	94.91625627	0	2.579753933
Ga0401699_1495988_210_716	RPL21A	ko:K02889	ribosomal protein	7.640238984	31.27922082	1.430605954	4.299589888
Ga0401699_1499554_3_545	ftsH	ko:K03798	metalloendopeptidase activity	3.39566177	5.392969106	40.77226968	45.57565281
Ga0401699_1505082_3_776				15.28047797	12.94312585	2.861211908	0
Ga0401699_1508515_3_779	psbB	ko:K02704	"One of the components of the core complex of photosystem II (PSII). It binds chlorophyll and helps catalyze the primary light-induced photochemical processes of PSII. PSII is a light- driven water plastoquinone oxidoreductase, using light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation"	233.4517467	496.1531578	468.5234499	531.4293101
Ga0401699_1513035_3_707			Belongs to the OprB family	81.49588249	154.2389164	2.861211908	4.299589888
Ga0401699_1524682_82_744	RPS3	ko:K02985	oxidized purine nucleobase lesion DNA N-glycosylase activity	8.489154426	10.78593821	0.715302977	3.43967191
Ga0401699_1525216_351_776				19.52505518	20.4932826	0	0
Ga0401699_1527194_5_775				33.10770226	26.96484553	2.145908931	0.859917978
Ga0401699_1530929_338_775	psaD	ko:K02692	PsaD	11.03590075	18.33609496	79.39863044	52.45499663
Ga0401699_1532471_3_773			Thrombospondin type 1 repeats	25.46746328	6.471562927	0	0
Ga0401699_1535207_179_739	RPL19	ko:K02885	Belongs to the eukaryotic ribosomal protein eL19 family	16.12939341	10.78593821	5.007120838	0.859917978
Ga0401699_1538240_121_771		ko:K00411	"oxidoreductase activity, acting on diphenols and related substances as donors"	38.20119492	21.57187642	9.2989387	5.159507865
Ga0401699_1538947_149_610	RPS14	"ko:K01000,ko:K02955"	mRNA 5'-UTR binding	4.244577213	9.707344391	1.430605954	0.859917978
Ga0401699_1539944_1_771				66.21540452	87.36609952	6.437726792	1.719835955
Ga0401699_1542487_156_731	RPS7	"ko:K02993,ko:K11592"	structural constituent of ribosome	11.03590075	15.1003135	2.145908931	4.299589888
Ga0401699_1551428_2_733			Chlorophyll A-B binding protein	28.86312505	19.41468878	0	0.859917978
Ga0401699_1558331_26_766				74.70455895	61.47984781	7.868332746	3.43967191
Ga0401699_1560633_60_683			Chlorophyll A-B binding protein	15.28047797	47.45812813	62.23135899	104.0500753
Ga0401699_1564038_36_431	H2AFY	"ko:K11251,ko:K16617"	Histone H2A	24.61854784	28.04343935	5.722423815	2.579753933
Ga0401699_1565026_280_765			calcium ion transport	55.17950377	31.27922082	0	0
