Gene,DFB_A,DFB_B,control,Fe_A,Fe_B
Ga0401699_0976497_41_985_Chlorophyll A-B binding protein,11.8848162,9.707344391,26.87388929,0.715302977,1.719835955
Ga0401699_0983057_22_981_Belongs to the OprB family,122.2438237,113.2523512,83.30905678,3.576514884,0.859917978
Ga0401699_0983806_22_981_Belongs to the OprB family,55.17950377,44.22234667,50.16459333,0,1.719835955
Ga0401699_0985559_3_980_Carbohydrate-selective porin_ OprB family,28.01420961,72.26578602,41.20663024,694.5591906,877.9762551
Ga0401699_0994070_167_973_,35.65444859,62.55844163,47.4772044,6.437726792,0.859917978
Ga0401699_0997124_239_703_Ribosomal protein S19e,13.58264708,22.65047025,34.93605607,3.576514884,2.579753933
Ga0401699_0999257_3_971_One of the components of the core complex of photosystem II PSII. It binds chlorophyll and helps catalyze the primary light-induced photochemical processes of PSII. PSII is a light- driven water plastoquinone oxidoreductase_ using light energy to abstract electrons from H2O_ generating O2 and a proton gradient subsequently used for ATP formation,105.2655149,279.3557997,126.3072796,586.5484411,606.2421742
Ga0401699_0999346_3_971_Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released,205.4375371,148.8459473,149.5979837,48.64060243,50.73516068
Ga0401699_1009629_660_860_,76.40238984,100.3092254,72.55950107,15.73666549,20.63803146
Ga0401699_1010911_57_866_Chlorophyll A-B binding protein,22.92071695,28.04343935,29.56127821,0,0
Ga0401699_1014451_3_440_rRNA binding,5.942408098,14.02171968,4.478981548,77.96802448,87.71163371
Ga0401699_1017859_2_961_cytoskeleton organization,3.39566177,12.94312585,15.22853726,0,0
Ga0401699_1019640_97_816_EF-hand_ calcium binding motif,31.40987138,18.33609496,61.80994536,5.722423815,3.43967191
Ga0401699_1020942_214_912_Bacterial transferase hexapeptide six repeats,0,0,16.12433357,0,0
Ga0401699_1023119_3_941_Belongs to the OprB family,65.36648908,92.75906863,45.68561178,0,1.719835955
Ga0401699_1034559_346_789_Ribosomal protein S24e,10.18698531,6.471562927,19.70751881,1.430605954,0.859917978
Ga0401699_1038848_109_801_ATP synthase delta OSCP subunit,5.093492656,7.550156749,20.60331512,0,0
Ga0401699_1040506_3_950_,302.2138976,291.2203317,383.4008205,22.88969526,12.89876966
Ga0401699_1058843_1_942_,130.7329782,83.05172424,45.68561178,0,0
Ga0401699_1061009_496_939_Belongs to the OprB family,46.69034934,60.40125399,29.56127821,4.291817861,2.579753933
Ga0401699_1064322_1_939_Thrombospondin type 1 repeats,16.12939341,11.86453203,12.54114833,0,0
Ga0401699_1064615_237_941_COG0624 Acetylornithine deacetylase Succinyl-diaminopimelate desuccinylase and related deacylases,4.244577213,23.72906407,23.29070405,0,1.719835955
Ga0401699_1066642_92_940_Transferrin,1246.20787,1200.474923,895.7963095,25.75090717,12.89876966
Ga0401699_1077570_105_887_Chlorophyll A-B binding protein,27.16529416,48.53672196,32.24866714,0,0
Ga0401699_1079767_289_576_This b-type cytochrome is tightly associated with the reaction center of photosystem II PSII. PSII is a light-driven water plastoquinone oxidoreductase that uses light energy to abstract electrons from H2O_ generating O2 and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons_ and an electron transfer chain that converts photonic excitation into a charge separation,28.01420961,71.1871922,25.97809298,135.1922626,133.2872865
Ga0401699_1081227_17_418_Belongs to the OprB family,264.0127027,364.5647116,317.1118936,12.87545358,16.33844157
Ga0401699_1081227_602_910_,40.74794125,46.37953431,26.87388929,2.145908931,2.579753933
Ga0401699_1082200_21_863_,96.77636046,90.60188098,100.3291867,12.16015061,8.599179776
Ga0401699_1083820_243_932_collagen,71.30889718,33.43640846,59.12255643,0,0
Ga0401699_1094399_30_830_rRNA binding,13.58264708,18.33609496,37.623445,0.715302977,1.719835955
Ga0401699_1103807_170_862_Binds directly to 23S rRNA. Might be involved in E site tRNA release,11.03590075,5.392969106,5.374777857,62.23135899,85.13187978
Ga0401699_1107570_86_838_rRNA binding,11.03590075,12.94312585,24.18650036,2.861211908,0
Ga0401699_1123634_8_766_Translocon-associated protein TRAP_ alpha subunit,13.58264708,15.1003135,19.70751881,0.715302977,0.859917978
Ga0401699_1124754_49_825_translation elongation factor activity,9.338069869,10.78593821,29.56127821,2.145908931,3.43967191
Ga0401699_1125595_3_899_,18.67613974,12.94312585,24.18650036,0.715302977,1.719835955
Ga0401699_1128556_10_675_peptidyl-prolyl cis-trans isomerase activity,6.791323541,4.314375285,13.43694464,0,0
Ga0401699_1129240_6_866_transporter of a GTP-driven Fe2  uptake system,70.45998174,111.0951636,91.37122357,5.722423815,0
Ga0401699_1135930_1_891_Photosystem II protein,418.5153132,1110.951636,730.0739922,7.868332746,4.299589888
Ga0401699_1142394_237_677_protein transport,16.12939341,7.550156749,19.70751881,0,0
Ga0401699_1150675_2_901_Belongs to the OprB family,112.9057539,49.61531578,34.93605607,2.145908931,3.43967191
Ga0401699_1151955_1_900_,352.2999087,72.26578602,97.64179774,8.583635723,6.019425843
Ga0401699_1157609_43_900_Belongs to the OprB family,76.40238984,92.75906863,97.64179774,1.430605954,3.43967191
Ga0401699_1161161_8_898_Belongs to the OprB family,458.414339,336.5212722,282.1758375,65.0925709,82.55212585
Ga0401699_1161379_149_532_,14.43156252,6.471562927,1.791592619,37.91105778,60.19425843
Ga0401699_1168173_229_867_Belongs to the universal ribosomal protein uL13 family,9.338069869,15.1003135,45.68561178,2.861211908,0.859917978
Ga0401699_1168694_356_841_Belongs to the OprB family,1151.12934,743.1511428,426.3990433,46.4946935,77.39261798
Ga0401699_1173488_10_891_Belongs to the OprB family,230.9050004,217.8759519,116.4535202,15.02136251,16.33844157
Ga0401699_1174526_7_891_,151.1069488,39.90797139,45.68561178,0,0
Ga0401699_1174708_3_893_,96.77636046,114.3309451,94.95440881,15.73666549,22.35786742
Ga0401699_1179201_46_885_Belongs to the OprB family,0.848915443,0,0,31.47333098,45.57565281
Ga0401699_1181568_36_857_Putative beta-barrel porin-2_ OmpL-like. bbp2,72.15781262,97.07344391,68.08051952,2.861211908,3.43967191
Ga0401699_1181626_3_890_Belongs to the OprB family,11.8848162,14.02171968,19.70751881,0,0
Ga0401699_1183583_300_842_ribulose-bisphosphate carboxylase activity,36.50336403,102.466413,39.41503762,153.0748371,208.1001506
Ga0401699_1187096_561_887_PsaA and PsaB bind P700_ the primary electron donor of photosystem I PSI_ as well as the electron acceptors A0_ A1 and FX. PSI is a plastocyanin cytochrome c6-ferredoxin oxidoreductase_ converting photonic excitation into a charge separation_ which transfers an electron from the donor P700 chlorophyll pair to the spectroscopically characterized acceptors A0_ A1_ FX_ FA and FB in turn. Oxidized P700 is reduced on the lumenal side of the thylakoid membrane by plastocyanin or cytochrome c6,40.74794125,71.1871922,42.99822286,149.4983222,208.9600686
Ga0401699_1191412_109_849_Rubrerythrin,1.697830885,8.62875057,7.166370476,40.05696671,171.9835955
Ga0401699_1192954_26_814_Belongs to the OprB family,151.1069488,191.9897002,100.3291867,0.715302977,2.579753933
Ga0401699_1196213_235_882_Chlorophyll A-B binding protein,12.73373164,6.471562927,15.22853726,0,0
Ga0401699_1202811_34_882_Belongs to the OprB family,39.8990258,25.88625171,15.22853726,0,0
Ga0401699_1206233_366_815_Ca2 -binding protein EF-Hand superfamily,33.10770226,19.41468878,56.4351675,5.722423815,6.879343821
Ga0401699_1209637_1_765_Chlorophyll A-B binding protein,77.25130528,65.7942231,77.93427893,19.31318038,12.03885169
Ga0401699_1211732_3_878_,22.07180151,15.1003135,29.56127821,1.430605954,2.579753933
Ga0401699_1216675_1_876_,382.0119492,445.4592482,474.772044,28.61211908,15.4785236
Ga0401699_1221296_1_873_Photosynthetic reaction centre protein,1675.759084,2165.816393,980.0011626,2561.49996,2492.042299
Ga0401699_1227096_1_870_Photosystem II protein,78.94913616,168.2606361,72.55950107,3.576514884,0
Ga0401699_1231521_83_775_Ribosomal protein L1p/L10e family,17.8272243,19.41468878,25.08229667,2.145908931,2.579753933
Ga0401699_1233326_220_672_cell redox homeostasis,25.46746328,44.22234667,35.83185238,3.576514884,4.299589888
Ga0401699_1235187_44_868_Belongs to the OprB family,30.56095593,29.12203317,31.35287083,0.715302977,0.859917978
Ga0401699_1238881_223_867_,67.06431997,63.63703545,68.97631583,2.145908931,5.159507865
Ga0401699_1244438_3_137_Carbohydrate-selective porin_ OprB family,330.2281072,317.1065834,244.5523925,30.04272503,55.03475057
Ga0401699_1245926_290_865_domain protein,19.52505518,16.17890732,29.56127821,0.715302977,0.859917978
Ga0401699_1266091_87_629_High mobility group protein,18.67613974,18.33609496,19.70751881,2.145908931,2.579753933
Ga0401699_1274950_52_507_Ribosomal S13/S15 N-terminal domain,11.03590075,15.1003135,25.08229667,1.430605954,1.719835955
Ga0401699_1277613_1_807_Domain of unknown function DUF305,17.8272243,15.1003135,11.64535202,0,0
Ga0401699_1281815_2_850_structural constituent of cytoskeleton,0,0,71.66370476,0,0
Ga0401699_1298330_2_337_Photosystem II protein,23.76963239,32.35781464,31.35287083,0,0
Ga0401699_1298677_1_684_calcium ion transport,90.83395236,56.0868787,51.06038964,5.722423815,0.859917978
Ga0401699_1299057_118_672_ADP-ribosylation factor family. Source PGD,9.338069869,6.471562927,17.02012988,1.430605954,0
Ga0401699_1302305_182_844_Ubiquitin homologues,55.17950377,44.22234667,38.51924131,8.583635723,4.299589888
Ga0401699_1308086_22_618_Cytochrome C and Quinol oxidase polypeptide I,153.6536951,223.268921,71.66370476,2.145908931,12.89876966
Ga0401699_1313099_256_792_Ribosomal_S17 N-terminal,11.03590075,11.86453203,33.14446345,6.437726792,0.859917978
Ga0401699_1321282_217_807_peptidyl-prolyl cis-trans isomerase activity,29.71204049,16.17890732,27.76968559,4.291817861,0.859917978
Ga0401699_1327097_1_696_Glucose regulated protein BiP. Source PGD,39.8990258,20.4932826,33.14446345,2.145908931,1.719835955
Ga0401699_1331879_159_752_Belongs to the eukaryotic ribosomal protein eL6 family,13.58264708,16.17890732,34.04025976,2.861211908,0.859917978
Ga0401699_1335131_3_833_,28.01420961,20.4932826,34.04025976,3.576514884,0.859917978
Ga0401699_1344285_52_831_ATP synthase,8.489154426,7.550156749,23.29070405,0,0
Ga0401699_1351152_48_827_Chlorophyll A-B binding protein,40.74794125,37.75078374,54.64357488,0.715302977,2.579753933
Ga0401699_1356877_2_790_Integrin alpha beta-propellor repeats.,20.37397062,10.78593821,11.64535202,0,0
Ga0401699_1358480_2_826_Ca2 -binding protein EF-Hand superfamily,0,0,73.45529738,0,0
Ga0401699_1361865_1_795_,48.38818023,84.13031806,49.26879702,7.868332746,12.89876966
Ga0401699_1367548_2_823_Belongs to the OprB family,103.567684,42.06515903,55.53937119,0.715302977,0.859917978
Ga0401699_1369815_1_822_PsaA and PsaB bind P700_ the primary electron donor of photosystem I PSI_ as well as the electron acceptors A0_ A1 and FX. PSI is a plastocyanin cytochrome c6-ferredoxin oxidoreductase_ converting photonic excitation into a charge separation_ which transfers an electron from the donor P700 chlorophyll pair to the spectroscopically characterized acceptors A0_ A1_ FX_ FA and FB in turn. Oxidized P700 is reduced on the lumenal side of the thylakoid membrane by plastocyanin or cytochrome c6,14.43156252,16.17890732,3.583185238,36.48045182,65.3537663
Ga0401699_1369948_219_821_PsaA and PsaB bind P700_ the primary electron donor of photosystem I PSI_ as well as the electron acceptors A0_ A1 and FX. PSI is a plastocyanin cytochrome c6-ferredoxin oxidoreductase_ converting photonic excitation into a charge separation_ which transfers an electron from the donor P700 chlorophyll pair to the spectroscopically characterized acceptors A0_ A1_ FX_ FA and FB in turn. Oxidized P700 is reduced on the lumenal side of the thylakoid membrane by plastocyanin or cytochrome c6,464.3567471,537.139723,410.2747098,1293.983085,1635.563993
Ga0401699_1371974_181_822_Chitinase class I,17.8272243,23.72906407,37.623445,5.722423815,1.719835955
Ga0401699_1380113_1_624_,89.13612148,86.2875057,95.85020512,0.715302977,1.719835955
Ga0401699_1382888_3_581_Belongs to the OprB family,20.37397062,23.72906407,21.49911143,1.430605954,0.859917978
Ga0401699_1383856_225_524_ribulose-bisphosphate carboxylase activity,258.91921,352.7001795,133.4736501,451.3561784,401.5816955
Ga0401699_1390293_1_789_calcium ion transport,26.31637872,18.33609496,10.74955571,0,0
Ga0401699_1396685_348_812_protein heterodimerization activity,9.338069869,17.25750114,17.91592619,0,1.719835955
Ga0401699_1397289_148_576_ribulose-bisphosphate carboxylase activity,691.8660857,1096.929916,523.1450447,2030.745151,2262.444199
Ga0401699_1399429_6_812_,30.56095593,16.17890732,23.29070405,0.715302977,0
Ga0401699_1400210_589_813_RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1_5-bisphosphate_ the primary event in carbon dioxide fixation_ as well as the oxidative fragmentation of the pentose substrate in the photorespiration process. Both reactions occur simultaneously and in competition at the same active site,949.9363803,1696.628081,870.7140128,2803.272366,3124.941931
Ga0401699_1407895_33_809_coreceptor activity involved in Wnt signaling pathway_ planar cell polarity pathway,45.8414339,19.41468878,20.60331512,0,0.859917978
Ga0401699_1408808_3_653_Chlorophyll A-B binding protein,126.488401,89.52328716,120.0367055,0,0
Ga0401699_1410422_1_810_calcium ion binding,26.31637872,32.35781464,9.853759405,0,0
Ga0401699_1414067_309_809_Low-potential electron donor to a number of redox enzymes,2590.889931,3423.456789,622.5784351,7.153029769,6.019425843
Ga0401699_1417201_2_220_Belongs to the OprB family,63.6686582,35.5935961,23.29070405,0.715302977,2.579753933
Ga0401699_1421538_1_804_Belongs to the OprB family,444.8316919,334.3640846,302.7791526,96.56590188,87.71163371
Ga0401699_1422703_1_711_Domain of unknown function DUF305,73.85564351,23.72906407,20.60331512,0,0.859917978
Ga0401699_1431303_1_801_Belongs to the OprB family,40.74794125,40.98656521,17.02012988,0,0
Ga0401699_1439782_1_795_Belongs to the OprB family,28.01420961,32.35781464,33.14446345,6.437726792,2.579753933
Ga0401699_1441777_3_800_Belongs to the OprB family,23.76963239,15.1003135,10.74955571,0,0
Ga0401699_1442963_3_662_Domain of unknown function DUF305,67.91323541,29.12203317,22.39490774,0,1.719835955
Ga0401699_1452022_287_691_structural constituent of cytoskeleton,22.07180151,23.72906407,50.16459333,0.715302977,0.859917978
Ga0401699_1456288_2_760_chlorophyll binding,31.40987138,17.25750114,63.60153797,3.576514884,3.43967191
Ga0401699_1457842_106_795_RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1_5-bisphosphate_ the primary event in carbon dioxide fixation_ as well as the oxidative fragmentation of the pentose substrate in the photorespiration process. Both reactions occur simultaneously and in competition at the same active site,148.5602025,170.4178238,122.7240944,350.4984587,527.1297203
Ga0401699_1462863_361_681_protein heterodimerization activity,178.272243,168.2606361,347.5689681,135.9075656,152.205482
Ga0401699_1463410_3_794_Thrombospondin type 1 repeats,67.06431997,36.67218992,30.45707452,0,0
Ga0401699_1464866_295_792_,76.40238984,76.58016131,92.26701988,9.2989387,8.599179776
Ga0401699_1467316_3_785_Belongs to the OprB family,375.2206256,362.4075239,167.5139099,20.02848335,27.51737528
Ga0401699_1472225_178_789_The light-harvesting complex LHC functions as a light receptor_ it captures and delivers excitation energy to photosystems with which it is closely associated,61.97082731,36.67218992,58.22676012,230.3275586,233.0377719
Ga0401699_1473694_492_791_Elongation factor Tu,11.8848162,16.17890732,5.374777857,61.51605601,103.1901573
Ga0401699_1495087_2_751_Belongs to the OprB family,95.92744502,94.91625627,59.12255643,0,2.579753933
Ga0401699_1495988_210_716_ribosomal protein,7.640238984,31.27922082,36.72764869,1.430605954,4.299589888
Ga0401699_1499554_3_545_metalloendopeptidase activity,3.39566177,5.392969106,3.583185238,40.77226968,45.57565281
Ga0401699_1505082_3_776_,15.28047797,12.94312585,22.39490774,2.861211908,0
Ga0401699_1508515_3_779_One of the components of the core complex of photosystem II PSII. It binds chlorophyll and helps catalyze the primary light-induced photochemical processes of PSII. PSII is a light- driven water plastoquinone oxidoreductase_ using light energy to abstract electrons from H2O_ generating O2 and a proton gradient subsequently used for ATP formation,233.4517467,496.1531578,96.74600143,468.5234499,531.4293101
